walltime(s),cputime(s),systime(s),usertime(s),memory(GB)
44.65782713890076,44.656631999999995,0.6064849999999999,44.050146999999996,0.8744659423828125
44.21147084236145,44.21035299999999,0.28778800000000004,43.92256499999999,0.8745307922363281
44.062153577804565,44.061066999999994,0.2679560000000001,43.793110999999996,0.8746871948242188
44.146644830703735,44.145549000000024,0.32392999999999983,43.82161900000003,0.8746910095214844
44.107909202575684,44.106813999999986,0.2959740000000002,43.810839999999985,0.8746910095214844
44.09955286979675,44.09846500000002,0.319979,43.778486000000015,0.8746910095214844
44.07452940940857,44.07344099999999,0.2679839999999998,43.80545699999999,0.8746910095214844
44.03364968299866,44.032555,0.32398099999999985,43.708574,0.8746910095214844
44.06858801841736,44.067458000000016,0.26397000000000004,43.803488000000016,0.8746910095214844
44.19282054901123,44.19161399999999,0.28396200000000027,43.907651999999985,0.8746910095214844
44.14325022697449,44.14214299999996,0.2799830000000001,43.86215999999996,0.8746910095214844
44.16104459762573,44.15993400000004,0.2879670000000001,43.87196700000004,0.8746910095214844
44.238356828689575,44.237250000000046,0.3399790000000005,43.897271000000046,0.8746910095214844
44.34075427055359,44.33965900000002,0.25199499999999997,44.08766400000002,0.8746910095214844
44.08143496513367,44.08034300000004,0.26398600000000005,43.81635700000004,0.8746910095214844
44.14119100570679,44.140066000000004,0.30397100000000066,43.836095,0.8746910095214844
44.129145860672,44.12805499999997,0.2959999999999994,43.83205499999997,0.8746910095214844
44.1121609210968,44.11106800000009,0.26397600000000043,43.84709200000009,0.8746910095214844
44.09924554824829,44.09812899999994,0.2839859999999996,43.814142999999945,0.8746910095214844
44.16123604774475,44.16013600000009,0.29998400000000025,43.860152000000085,0.8746910095214844
44.08488154411316,44.08379099999999,0.2759689999999999,43.80782199999999,0.8746910095214844
44.12252449989319,44.12142700000004,0.323982,43.79744500000004,0.8746910095214844
44.08490586280823,44.08381400000004,0.3399990000000006,43.74381500000004,0.8746910095214844
44.11728596687317,44.11618499999993,0.28798799999999947,43.82819699999993,0.8746910095214844
44.04751014709473,44.046415999999866,0.3359880000000004,43.710427999999865,0.8746910095214844
44.26473379135132,44.26363599999994,0.24398000000000053,44.01965599999994,0.8746910095214844
44.163403034210205,44.162301000000014,0.3159880000000008,43.84631300000001,0.8746910095214844
44.1344735622406,44.133313,0.24399299999999968,43.88932,0.8746910095214844
44.14016389846802,44.13877399999999,0.29997400000000063,43.83879999999999,0.8746910095214844
44.1035270690918,44.10243299999982,0.3199879999999986,43.782444999999825,0.8746910095214844
