walltime(s),cputime(s),systime(s),usertime(s),memory(GB)
0.13475728034973145,0.13473899999999983,0.0038559999999999706,0.13088299999999986,0.19462966918945312
0.11313581466674805,0.11312499999999975,4.100000000001325e-05,0.11308399999999974,0.19462966918945312
0.11336183547973633,0.11335200000000012,2.999999999997449e-05,0.11332200000000014,0.19462966918945312
0.12083315849304199,0.12082299999999968,0.0,0.12082299999999968,0.19462966918945312
0.12191081047058105,0.12189199999999989,0.0,0.12189199999999989,0.19462966918945312
0.11904430389404297,0.11903400000000008,0.0,0.11903400000000008,0.19462966918945312
0.11377358436584473,0.11375500000000027,0.0,0.11375500000000027,0.19462966918945312
0.11975932121276855,0.1197499999999998,0.0,0.1197499999999998,0.19462966918945312
0.11474084854125977,0.11472999999999978,0.0,0.11472999999999978,0.19462966918945312
0.11462044715881348,0.11461100000000002,0.0,0.11461100000000002,0.19462966918945312
0.11471104621887207,0.1147020000000003,0.0,0.1147020000000003,0.19462966918945312
0.11873412132263184,0.11872500000000041,0.0,0.11872500000000041,0.19462966918945312
0.12347912788391113,0.12347100000000033,0.0,0.12347100000000033,0.19462966918945312
0.11167407035827637,0.11166400000000021,0.0,0.11166400000000021,0.19462966918945312
0.11093306541442871,0.11092499999999994,0.0,0.11092499999999994,0.19462966918945312
0.1120903491973877,0.11208200000000001,0.0,0.11208200000000001,0.19462966918945312
0.11526870727539062,0.115259,0.0,0.115259,0.19462966918945312
0.11737775802612305,0.11735000000000007,0.0,0.11735000000000007,0.19462966918945312
0.11365556716918945,0.11364700000000028,0.0,0.11364700000000028,0.19462966918945312
0.11399650573730469,0.11398699999999984,0.0,0.11398699999999984,0.19462966918945312
0.11133074760437012,0.11132199999999948,0.0,0.11132199999999948,0.19462966918945312
0.11385774612426758,0.11384900000000009,0.0,0.11384900000000009,0.19462966918945312
0.12325024604797363,0.12323899999999988,0.0,0.12323899999999988,0.19462966918945312
0.11248111724853516,0.11247099999999932,0.0,0.11247099999999932,0.19462966918945312
0.12150835990905762,0.12149900000000002,0.0,0.12149900000000002,0.19462966918945312
0.12083268165588379,0.12082299999999968,0.0,0.12082299999999968,0.19462966918945312
0.11373233795166016,0.11372199999999921,0.0,0.11372199999999921,0.19462966918945312
0.11293292045593262,0.11292399999999958,0.0,0.11292399999999958,0.19462966918945312
0.11303091049194336,0.11302199999999907,0.0,0.11302199999999907,0.19462966918945312
0.1198875904083252,0.11987799999999993,0.0,0.11987799999999993,0.19462966918945312
