walltime(s),cputime(s),systime(s),usertime(s),memory(GB)
12.704506635665894,12.704259,0.08846899999999996,12.61579,0.3415718078613281
12.0058274269104,12.005651000000002,0.04808299999999999,11.957568000000002,0.34174346923828125
13.041200637817383,13.041019,0.08001999999999992,12.960999000000001,0.3418006896972656
11.103529214859009,11.056169000000006,0.055963000000000096,11.000206000000006,0.3418006896972656
10.930535793304443,10.929831,0.04399300000000006,10.885838,0.3418006896972656
10.88481593132019,10.884290000000004,0.06397299999999995,10.820317000000003,0.3418006896972656
10.842806577682495,10.842486999999993,0.02400099999999994,10.818485999999993,0.3418006896972656
10.864420175552368,10.863855000000004,0.04800199999999999,10.815853000000004,0.3418006896972656
10.824853658676147,10.824215000000002,0.040000000000000036,10.784215000000003,0.3418006896972656
10.770749568939209,10.770079999999995,0.03999200000000003,10.730087999999995,0.3418006896972656
10.890959978103638,10.890221999999989,0.04801,10.84221199999999,0.3418006896972656
10.926671743392944,10.926126999999996,0.03999200000000003,10.886134999999996,0.3418006896972656
10.899441957473755,10.898901999999987,0.05199500000000001,10.846906999999987,0.3418006896972656
10.90839695930481,10.908080999999992,0.036005000000000065,10.872075999999993,0.3418006896972656
10.89022707939148,10.889338999999985,0.06399999999999983,10.825338999999985,0.3418006896972656
10.88727068901062,10.886332000000024,0.03198700000000021,10.854345000000023,0.3418006896972656
10.883857011795044,10.883354000000015,0.05999700000000008,10.823357000000016,0.3418006896972656
10.873753786087036,10.873233000000003,0.04800199999999988,10.825231000000002,0.3418006896972656
10.866152286529541,10.865263,0.05199799999999999,10.813265000000001,0.3418006896972656
10.844475269317627,10.843968999999998,0.04398599999999986,10.799982999999997,0.3418006896972656
10.847366333007812,10.846875,0.03599600000000014,10.810879,0.3418006896972656
10.864761352539062,10.864186000000002,0.04000200000000009,10.824184000000002,0.3418006896972656
10.826698780059814,10.82599399999999,0.04398599999999986,10.78200799999999,0.3418006896972656
10.730705499649048,10.729919000000045,0.043989999999999974,10.685929000000044,0.3418006896972656
10.870600700378418,10.870107999999954,0.040005999999999986,10.830101999999954,0.3418006896972656
10.80954647064209,10.808964999999976,0.04799100000000012,10.760973999999976,0.3418006896972656
10.794188261032104,10.793651999999973,0.05600200000000011,10.737649999999974,0.3418006896972656
10.87406325340271,10.873750999999979,0.04798199999999975,10.82576899999998,0.3418006896972656
10.716881275177002,10.716182000000007,0.04800199999999988,10.668180000000007,0.3418006896972656
10.59915542602539,10.59876000000004,0.060006000000000004,10.53875400000004,0.3418006896972656
