walltime(s),cputime(s),systime(s),usertime(s),memory(GB)
0.407804012298584,0.40780099999999975,0.00802399999999992,0.3997769999999998,0.1970977783203125
0.40439915657043457,0.40439000000000025,0.0,0.40439000000000025,0.19729995727539062
0.40395331382751465,0.4039459999999999,0.004018999999999995,0.3999269999999999,0.19733047485351562
0.4032258987426758,0.40321999999999925,0.0,0.40321999999999925,0.19734573364257812
0.4031517505645752,0.4031309999999997,7.899999999994023e-05,0.40305199999999974,0.19734573364257812
0.40312838554382324,0.4031130000000003,0.0,0.4031130000000003,0.19734573364257812
0.405306339263916,0.4051670000000005,0.0,0.4051670000000005,0.19734573364257812
0.40282607078552246,0.4028179999999999,0.0,0.4028179999999999,0.19734573364257812
0.40230607986450195,0.40228699999999973,0.003834999999999922,0.3984519999999998,0.19734573364257812
0.40313291549682617,0.4031260000000003,0.0,0.4031260000000003,0.19734573364257812
0.4047424793243408,0.40461299999999945,0.0,0.40461299999999945,0.19734573364257812
0.40288710594177246,0.4028800000000008,4.899999999996574e-05,0.4028310000000008,0.19734573364257812
0.40438055992126465,0.40437299999999965,0.0,0.40437299999999965,0.19734573364257812
0.4036433696746826,0.4036109999999997,0.0,0.4036109999999997,0.19734573364257812
0.40395092964172363,0.40393600000000107,4.000000000004e-06,0.40393200000000107,0.19734573364257812
0.40303492546081543,0.40291500000000013,0.0,0.40291500000000013,0.19734573364257812
0.4034006595611572,0.40339399999999914,2.9999999999752447e-06,0.40339099999999917,0.19734573364257812
0.40377306938171387,0.4037539999999993,0.0,0.4037539999999993,0.19734573364257812
0.40442728996276855,0.40442,0.0,0.40442,0.19734573364257812
0.403400182723999,0.4032779999999986,0.0038690000000000113,0.39940899999999857,0.19734573364257812
0.40375375747680664,0.4037469999999992,0.0,0.4037469999999992,0.19734573364257812
0.40280842781066895,0.4027789999999989,0.0,0.4027789999999989,0.19734573364257812
0.4037330150604248,0.4037270000000017,0.0,0.4037270000000017,0.19734573364257812
0.404435396194458,0.40442,0.0,0.40442,0.19734573364257812
0.40395188331604004,0.40382100000000065,0.0,0.40382100000000065,0.19734573364257812
0.4040184020996094,0.404011,4.000000000004e-06,0.404007,0.19734573364257812
0.40406179428100586,0.40404399999999896,0.0,0.40404399999999896,0.19734573364257812
0.4034726619720459,0.4034640000000014,0.0,0.4034640000000014,0.19734573364257812
0.4038064479827881,0.40368899999999996,0.0,0.40368899999999996,0.19734573364257812
0.40407705307006836,0.4040709999999983,0.0,0.4040709999999983,0.19734573364257812
