walltime(s),cputime(s),systime(s),usertime(s),memory(GB)
0.33188915252685547,0.33187500000000014,0.0,0.33187500000000014,0.19591522216796875
0.3143470287322998,0.3143389999999995,0.0,0.3143389999999995,0.19591522216796875
0.30930185317993164,0.3092939999999995,0.0,0.3092939999999995,0.19615936279296875
0.30483317375183105,0.3048169999999999,0.0,0.3048169999999999,0.19615936279296875
0.3068349361419678,0.3068179999999998,0.0,0.3068179999999998,0.19615936279296875
0.3045947551727295,0.3045869999999997,0.0,0.3045869999999997,0.19615936279296875
0.3055436611175537,0.3055180000000002,0.0,0.3055180000000002,0.19615936279296875
0.31060147285461426,0.3105839999999995,0.0,0.3105839999999995,0.19615936279296875
0.30564045906066895,0.3056339999999995,0.0,0.3056339999999995,0.19615936279296875
0.30426836013793945,0.3042549999999995,0.0,0.3042549999999995,0.19615936279296875
0.30692458152770996,0.30691700000000033,0.0,0.30691700000000033,0.19615936279296875
0.30812525749206543,0.3081189999999996,0.0,0.3081189999999996,0.19615936279296875
0.3117971420288086,0.31178300000000014,0.0,0.31178300000000014,0.19615936279296875
0.3054349422454834,0.3054290000000002,0.0,0.3054290000000002,0.19615936279296875
0.30499720573425293,0.3049900000000001,0.0,0.3049900000000001,0.19615936279296875
0.3076317310333252,0.3076249999999998,0.0,0.3076249999999998,0.19615936279296875
0.3049919605255127,0.30498400000000103,0.0,0.30498400000000103,0.19615936279296875
0.30660557746887207,0.306597,0.0,0.306597,0.19615936279296875
0.30873751640319824,0.30873099999999987,0.0,0.30873099999999987,0.19615936279296875
0.30468177795410156,0.30467500000000136,0.0,0.30467500000000136,0.19615936279296875
0.3086278438568115,0.3086200000000012,0.0,0.3086200000000012,0.19615936279296875
0.30489349365234375,0.30488599999999977,0.0,0.30488599999999977,0.19615936279296875
0.30916929244995117,0.30916100000000135,0.0,0.30916100000000135,0.19615936279296875
0.3050549030303955,0.3050479999999993,0.0,0.3050479999999993,0.19615936279296875
0.30492258071899414,0.30491500000000116,0.0,0.30491500000000116,0.19615936279296875
0.30579233169555664,0.3057860000000012,0.0,0.3057860000000012,0.19615936279296875
0.30496716499328613,0.30495999999999945,0.0,0.30495999999999945,0.19615936279296875
0.30452728271484375,0.3045100000000005,0.0,0.3045100000000005,0.19615936279296875
0.308042049407959,0.30803599999999953,0.0,0.30803599999999953,0.19615936279296875
0.30828022956848145,0.3082729999999998,0.0,0.3082729999999998,0.19615936279296875
